package,total_downloads
python-crfsuite,5376027
python-crontab,8872679
python-daemon,22610193
python-dateutil,1100811361
python-debian,916849
python-decouple,8723244
python-discovery,243556342
python-docx,72002222
python-dotenv,622401312
python-engineio,21069633
python-fasthtml,834955
python-frontmatter,12844132
python-gitlab,19701068
python-hcl2,13628030
python-http-client,26399692
python-ipware,3601112
python-jenkins,8203240
python-jose,41584728
python-json-logger,113252591
python-keycloak,7886421
python-keystoneclient,1157426
python-ldap,4367887
python-levenshtein,12467299
python-liquid,1389174
python-logging-loki,1186509
python-lsp-jsonrpc,1638784
python-lsp-server,1187599
python-magic,26133665
python-multipart,389699675
python-on-whales,14703987
python-oxmsg,3440849
python-pptx,38235673
python-rapidjson,5037671
python-redis-lock,962416
python-semantic-release,1449160
python-slugify,78931504
python-snappy,10719327
python-socketio,21110440
python-socks,4649966
python-stdnum,4716453
python-subunit,967509
python-telegram-bot,43423401
python-ulid,8517956
python-utils,19800201
python-whois,2151144
python-xlib,3379638
python3-openid,6936418
python3-saml,8760903
pythonnet,2862808
pytimeparse,30742422
pytokens,83905291
pytoolconfig,1157210
pytorch-lightning,11141964
pytorch-metric-learning,3302718
pytrec-eval-terrier,975796
pytrends,1192006
pytype,1081569
pytz,505333888
pytz-deprecation-shim,2957753
pytzdata,20292960
pyu2f,505625
pyunormalize,3952996
pyupgrade,1611101
pyusb,4315728
pyvespa,7505960
pyvex,479618
pyvis,2391084
pyvisa,881484
pyvista,1144841
pyviz-comms,2216274
pywavelets,12871441
pywebpush,3802661
pywin32,62255042
pywinauto,1308195
pywinrm,6080294
pyxbe,61356
pyxdia,120818
pyxlsb,9662568
pyxtal,1109838
pyyaml,1065238518
pyyaml-env-tag,15286336
pyyaml-include,3924434
pyzipper,7791050
pyzmq,100526391
pyzstd,7188193
qdldl,1198999
qdrant-client,25433416
qh3,2608265
qiskit,1077214
qrcode,21488843
qtconsole,3062783
qtpy,3815221
quack-kernels,3841102
quart,3105347
querystring-parser,4509776
questionary,18623562
queuelib,2972600
qwen-vl-utils,2059400
radon,4209780
ragas,1473131
rank-bm25,6753810
rapidfuzz,155691268
rapidocr,2931095
rapidocr-onnxruntime,1289446
rasterio,4658882
ratelim,2770403
ratelimit,12364505
ray,61021873
razorpay,880692
rcssmin,2492339
rdflib,13700745
reactivex,9058344
readabilipy,1535891
readability-lxml,1833997
readchar,13247929
readerwriterlock,2243831
readme-renderer,35019442
realtime,30511836
recommonmark,1298911
recordlinkage,4148964
recurring-ical-events,1765951
red-black-tree-mod,2377148
red-commons,33269
red-discordbot,942409
red-lavalink,945896
redis,245866103
redis-py-cluster,4608292
redisvl,2206449
redshift-connector,50571786
reductoai,2958333
reedsolo,2496586
referencing,478603984
regex,349808915
regress,3261788
reliability,928275
rembg,2769144
replicate,1261269
reportlab,47495374
reportportal-client,1236598
requests,1592843758
requests-auth-aws-sigv4,1885334
requests-aws-sign,1894940
requests-aws4auth,44631693
requests-cache,18018810
requests-file,71332016
requests-futures,3910391
requests-kerberos,5642760
requests-mock,25082056
requests-ntlm,14044327
requests-oauthlib,394233412
requests-pkcs12,1229674
requests-sigv4,1537304
requests-toolbelt,297637994
requests-unixsocket,2677898
requirements-parser,12935094
resampy,3036111
resend,8944919
resiliparse,1936475
resolvelib,17783365
responses,61309121
respx,16177485
restructuredtext-lint,17182674
result,3724573
retry,33381019
retry-decorator,541898
retry2,1826223
retryhttp,4444082
retrying,33613645
rfc3339,1637054
rfc3339-validator,75176276
rfc3986,41606686
rfc3986-validator,42998028
rfc3987-syntax,35386610
rich,590118240
rich-argparse,21542859
rich-click,43812916
rich-rst,77895281
rich-toolkit,115149425
rignore,25334646
ringcentral,1131667
rioxarray,1000615
rjsmin,2633192
rlp,5697229
rlpycairo,3469344
roboflow,4959600
robotframework,4624641
robotframework-pabot,855085
robotframework-pythonlibcore,2127066
robotframework-requests,1766869
robotframework-robocop,1016795
robotframework-seleniumlibrary,1928375
robust-downloader,1423267
rollbar,2055908
roman-numerals,11152599
roman-numerals-py,2447418
rope,1404263
ropgadget,799537
rosbags,1032703
rotary-embedding-torch,890315
rouge,851479
rouge-score,3561677
rpds-py,510140897
rpyc,1478495
rq,7372942
rsa,290270728
rstcheck,921624
rstcheck-core,843780
rstr,3026325
rtfde,3980873
rtree,7222179
ruamel-yaml,178955567
ruamel-yaml-clib,85575372
ruamel-yaml-jinja2,1213464
ruff,238773619
runai-model-streamer,880965
runpod,1210020
runs,4670763
ruptures,1273344
rustworkx,6837920
ruyaml,1223776
s3cmd,1388306
s3fs,655761316
s3path,2870470
s3pathlib,966454
s3transfer,832635961
sacrebleu,4009268
sacremoses,2538136
safehttpx,5929437
safetensors,74620980
safety,5660291
safety-schemas,3935471
sagemaker,22658197
sagemaker-core,8957381
sagemaker-data-insights,899475
sagemaker-datawrangler,899348
sagemaker-mlflow,3916810
sagemaker-mlops,1499448
sagemaker-schema-inference-artifacts,1642476
sagemaker-scikit-learn-extension,461075
sagemaker-serve,1541452
sagemaker-studio,13376130
sagemaker-train,1509065
salesforce-fuelsdk-sans,935154
sanic,2131794
sanic-ext,1255199
sanic-routing,2055512
sarif-om,2894277
sbvirtualdisplay,673220
scanpy,905117
scantree,9731022
scarf-sdk,297302
scenedetect,1346214
schedula,2711351
schema,26690392
schemathesis,4092517
schwifty,1304830
scikit-base,2049146
scikit-build,1241337
scikit-build-core,10565741
scikit-image,27241484
scikit-learn,202385287
scikit-network,958047
scim2-filter-parser,1590828
scipy,384721973
scipy-stubs,3312548
scmrepo,2242887
scooby,1381629
scp,13606147
scramp,60541222
scrapbook,4642523
scrapling,907350
scrapy,5385437
scrapy-playwright,2889780
scrubadub,1580259
scs,3117461
scverse-misc,936232
seaborn,38819570
secretstorage,229889950
secure,2524510
securetar,354306
seekpath,1153826
segment-analytics-python,15982132
segments,1078872
segno,1926464
selectolax,8288907
selenium,53481071
selenium-wire,1110723
seleniumbase,3017596
selinux,1193924
semantic-kernel,2722470
semantic-link-labs,1968860
semantic-link-sempy,2438090
semantic-version,42500064
semchunk,4193758
semgrep,34130364
semver,81180772
send2trash,44783476
sendgrid,26667503
sentence-stream,270690
sentence-transformers,27238056
sentencepiece,36800624
sentinels,7508786
sentry-sdk,129439717
serpyco-rs,352515
service-identity,13079981
session-info2,1128410
setproctitle,63146860
setuptools,1299276933
setuptools-download,1255327
setuptools-git-versioning,1466415
setuptools-golang,1348426
setuptools-rust,6481770
setuptools-scm,123968635
sgmllib3k,8362011
sgqlc,2668533
shandy-sqlfmt,1156107
shap,15125420
shapely,69977593
shareplum,1903377
shellescape,1259108
shellingham,366557249
shelved-cache,2745339
shillelagh,1353571
shortuuid,13076913
shrub-py,2228524
shtab,4368792
shyaml,1577110
signalrcore,270170
signxml,3035195
sigtools,2206570
silero-vad,1022405
simple-gcp-object-downloader,6520684
simple-parsing,2778689
simple-salesforce,29109780
simple-websocket,20780252
simpleeval,14199867
simplejson,61096061
simsimd,4047796
six,1072312355
skl2onnx,1621942
sklearn-compat,1766075
skops,16916482
sktime,1204037
skypilot,1644185
slack-bolt,12586910
slack-sdk,89753109
slackclient,7594744
slackify-markdown,1308705
slicer,13725442
slowapi,17431668
slugid,832680
sly,3434532
smart-open,66556851
smartsheet-python-sdk,1799857
smbprotocol,11623480
smdebug-rulesconfig,18098061
smg-grpc-proto,1415860
smg-grpc-servicer,885913
smmap,237724773
snakeviz,2498465
snapshot-restore-py,1938804
snapshottest,1396561
sne4onnx,81638
sng4onnx,352143
sniffio,381587701
snitun,398841
snowballstemmer,32854918
snowflake,3395046
snowflake-connector-python,172656322
snowflake-core,5021047
snowflake-legacy,3035488
snowflake-ml-python,1202692
snowflake-snowpark-python,84748264
snowflake-sqlalchemy,76277590
snowplow-tracker,19724206
social-auth-app-django,4583552
social-auth-core,5325693
socksio,19696081
soda-core,3381540
soda-core-spark,2674938
soda-core-spark-df,2593397
solders,1172522
sortedcontainers,227949611
sounddevice,20362154
soundfile,18689046
soupsieve,368977330
soxr,11119631
spacy,20766120
spacy-curated-transformers,1016866
spacy-language-detection,902700
spacy-legacy,17748834
spacy-loggers,17615652
spandrel,1778103
sparkdantic,1290964
sparklines,16045675
sparqlwrapper,1282024
sparse,1277209
spdx-tools,4223895
speechbrain,1889103
speechrecognition,8696380
spglib,1623131
sphinx,84669543
sphinx-argparse,4485139
sphinx-autoapi,3809001
sphinx-autobuild,5897682
sphinx-autodoc-typehints,8909323
sphinx-basic-ng,2521767
sphinx-book-theme,1023392
sphinx-copybutton,7371042
sphinx-design,7401925
sphinx-jinja,3038959
sphinx-notfound-page,995877
sphinx-prompt,859210
sphinx-reredirects,910493
sphinx-rtd-theme,15069427
sphinx-tabs,1959343
sphinxcontrib-applehelp,25110176
sphinxcontrib-devhelp,25088881
sphinxcontrib-htmlhelp,25164133
sphinxcontrib-httpdomain,3833673
sphinxcontrib-jquery,11969966
sphinxcontrib-jsmath,24537737
sphinxcontrib-mermaid,3918895
sphinxcontrib-qthelp,25205949
sphinxcontrib-serializinghtml,28044637
sphinxcontrib-spelling,3937321
sphinxcontrib-websupport,1388543
splinebox,3474215
splunk-handler,1091601
sql-metadata,6187209
sqlacodegen,1398934
sqlakeyset,979156
sqlalchemy,375624265
sqlalchemy-adapter,1513826
sqlalchemy-bigquery,79166714
sqlalchemy-cockroachdb,1186831
sqlalchemy-drill,3034141
sqlalchemy-json,1257927
sqlalchemy-jsonfield,6232439
sqlalchemy-mate,944811
sqlalchemy-redshift,5543417
sqlalchemy-spanner,20652180
sqlalchemy-stubs,1798839
sqlalchemy-trino,996216
sqlalchemy-utils,28868691
sqlfluff,10062354
sqlfluff-templater-dbt,3299379
sqlglot,65136882
sqlglotrs,5053185
sqlite-anyio,358614
sqlite-fts4,860020
sqlite-utils,900787
sqlite-vec,3515791
sqlitedict,1812730
sqllineage,1635086
sqlmodel,16805074
sqlparams,6126628
sqlparse,134190860
sqltrie,2116730
srsly,20047816
sse-starlette,256497811
sseclient-py,11542950
sshfs,3034480
sshpubkeys,891406
sshtunnel,27183543
stable-baselines3,1611143
stack-data,121984960
stactools-met-office-deterministic,1652046
stagehand,1053851
stamina,3839558
standard-aifc,3726668
standard-telnetlib,310666
standardwebhooks,2565020
stanio,8279985
stanza,959323
starlette,553289661
starlette-context,2045883
starlette-exporter,1687440
starlette-testclient,1850061
statsforecast,1760692
statsig,5645015
statsig-python-core,3841121
statsmodels,35675126
std-uritemplate,13041497
stdlibs,2317199
stevedore,31807895
stix2,1225323
stix2-patterns,1305390
stomp-py,1280651
stone,1691878
stopit,219290
storage3,24246503
stpyv8,1107365
strands-agents,15941841
strands-agents-tools,4357751
strawberry-graphql,6323760
strawberry-graphql-django,1526418
stream-inflate,973122
stream-python,1008808
stream-unzip,972252
streamlit,28383945
streamlit-aggrid,1365504
strenum,24873135
strictyaml,31609583
stringzilla,4762351
strip-hints,2505154
stripe,32487162
striprtf,6818600
structlog,94503450
structlog-sentry,3144532
submitit,2585761
subprocess-tee,4649730
sudachidict-core,1921042
sudachipy,2120508
suds-community,3206868
supabase,25498286
supabase-auth,21051700
supabase-functions,21284918
supafunc,2951125
super-collections,2027963
supervision,1127053
supervisor,21404547
surya-ocr,872402
svcs,6991358
svg-path,1624632
svglib,4852608
svix,6299528
swagger-ui-bundle,3931161
swe-rex,2297136
swebench,35056299
sympy,164382235
synchronicity,50902471
syrupy,10354716
ta-lib,858596
tabcompleter,821740
tableau-api-lib,1210586
tableauhyperapi,1379507
tableauserverclient,43857649
tabledata,3056614
tables,2860156
tablib,4539392
tabula-py,2487245
tabulate,208311924
tach,2631716
taskcluster,856677
taskcluster-urls,840626
taskgroup,2462474
taskipy,871718
taskiq,1227377
taskiq-dependencies,1217750
taskiq-redis,1032998
tavily-python,6111723
tbb,2138496
tblib,29295497
tcmlib,1792962
tcolorpy,2902821
tecton,1783340
telepath,1426357
telnetlib3,1378800
tempora,905162
temporalio,31245211
tenacity,421886809
tensorboard,24681470
tensorboard-data-server,19192698
tensorboardx,5285687
tensorflow,23545551
tensorflow-addons,983268
tensorflow-datasets,1815347
tensorflow-decision-forests,717324
tensorflow-hub,2042648
tensorflow-io-gcs-filesystem,6530857
tensorflow-metadata,3395354
tensorflow-probability,1063958
tensorflow-serving-api,5053690
tensorflow-text,4472628
tensorflowjs,5176562
tensorstore,4958153
tentaclio,1619973
tentaclio-s3,1603633
teradatasql,10034340
teradatasqlalchemy,5247388
termcolor,111039375
terminado,40920865
terminaltables,5477989
testcontainers,25613951
testing-common-database,2463947
testing-postgresql,2472302
testrail-api,3564945
testtools,1563473
text-unidecode,78427284
textblob,3220403
textdistance,2392976
textfsm,1312715
textparser,4413020
textstat,1080397
texttable,23658768
textual,337318930
textual-serve,918184
textual-speedups,11138578
textwrap3,1264820
tf-keras,7271082
thefuzz,10063076
thinc,23102140
thop,1118606
threadpoolctl,176122181
thrift,38008643
thrift-sasl,12353034
thriftpy2,4271681
tibs,3877092
tifffile,23768753
tiktoken,178835773
tilelang,1667730
timezonefinder,6182830
timm,12600473
timple,104509
tink,3562539
tinycss2,91109185
tinydb,3072742
tinyhtml5,21219124
tinysegmenter,622478
tinytag,3707398
tinytuya,994210
tld,10948604
tldextract,32603381
together,2625068
tokenize-rt,6693022
tokenizers,176600722
tokenspeed-mla,924820
tokenspeed-triton,923141
tokie,313857
tom-swe,4918288
toml,163330103
tomli,366169744
tomli-w,76239604
tomlkit,302499463
tonyg-rfc3339,1357598
toolz,55370863
toposort,11032756
torch,86267382
torch-audiomentations,1843580
torch-c-dlpack-ext,3999581
torch-einops-utils,474928
torch-geometric,2202233
torch-pitch-shift,1837612
torchaudio,12638575
torchcodec,4438452
torchdata,2353554
torchdiffeq,949756
torchmetrics,12413381
torchsde,2005560
torchvision,37267741
torchviz,1536287
tornado,117705791
towncrier,4375001
tpu-info,1672947
tqdm,494941619
tqdm-loggable,1339944
traceback2,1451605
traceloop-sdk,3083970
tracerite,1769600
trafilatura,8966689
trailrunner,2326577
traitlets,147531024
traittypes,1259076
trampoline,1931795
transaction,895994
transformers,144969715
transitions,2716206
translationstring,2530426
tree-sitter,108714489
tree-sitter-bash,15586152
tree-sitter-c-sharp,21995701
tree-sitter-embedded-template,4844780
tree-sitter-language-pack,5760895
tree-sitter-languages,62410088
tree-sitter-yaml,6795878
treelib,1973664
treescope,3380173
triad,2341851
trimesh,6302814
trino,19045336
trio,49473844
trio-typing,1388015
trio-websocket,36354594
triton,65454965
tritonclient,17375778
trl,3652478
troposphere,2336336
trove-classifiers,475038893
trustcall,1025109
truststore,22212239
turbopuffer,4852617
tuspy,1402081
tweepy,3590172
twilio,18226944
twine,32650734
twirp,1165725
twisted,13244120
txaio,5630478
typed-settings,2045813
typeguard,67977632
typeid-python,1056780
typepy,4343503
typer,382603564
typer-slim,29128610
types-aioboto3,4855338
types-aiobotocore,8464051
types-aiobotocore-cloudformation,1531173
types-aiobotocore-lambda,1704092
types-aiobotocore-rds,1662755
types-aiobotocore-s3,8072555
types-aiobotocore-sqs,2764312
types-authlib,1209787
types-awscrt,48798903
types-beautifulsoup4,4945937
types-bleach,1483050
types-boto3-cloudformation,1636775
types-boto3-dynamodb,1905380
types-boto3-full,1135463
types-boto3-iam,1011765
types-boto3-lambda,1744213
types-boto3-rds,1722690
types-boto3-s3,3872745
types-boto3-ses,1096144
types-boto3-sqs,1965529
types-cachetools,31126275
types-certifi,57532391
types-cffi,21030852
types-click,1626618
types-deprecated,22105000
types-docker,1196434
types-flask,1028228
types-gevent,1001388
types-greenlet,1132332
types-html5lib,11042214
types-jinja2,2036065
types-jsonschema,9687313
types-lxml,5025360
types-markdown,16322097
types-markupsafe,2052457
types-networkx,1463593
types-paramiko,22596006
types-protobuf,73505758
types-psutil,7674700
types-psycopg2,6667474
types-pyasn1,2577183
types-pyopenssl,18172353
types-python-dateutil,51333987
types-python-jose,1770494
types-pytz,36791011
types-pyyaml,70864046
types-redis,20800154
types-requests,139838661
types-s3transfer,45146408
types-setuptools,31217554
types-tabulate,17086081
types-toml,66015777
types-tqdm,5469054
types-tzlocal,1551978
types-webencodings,7517680
types-werkzeug,1404255
typesense,909603
typeshed-client,1988310
typing-extensions,1514970586
typing-inspect,94564361
typing-inspection,695733432
typish,1731864
tyro,13362167
tzdata,459796204
tzlocal,169486351
ua-parser,22962342
ua-parser-builtins,19107592
uamqp,5218216
uart-devices,434885
ubi-reader,3479137
uc-micro-py,81693030
udapi,181159
udtools,181668
uefi-firmware,108022
ufmt,2109567
uhi,3679174
ujson,62472479
ulid-transform,531012
ultralytics,9842385
ultralytics-thop,6490314
umap-learn,6017647
uncalled-for,59131062
uncertainties,2576114
unclecode-litellm,670301
unearth,10224357
unicodecsv,7039155
unicorn,1107634
unidecode,28676165
unidiff,45805243
unittest-xml-reporting,6935733
unittest2,1217405
unitycatalog-ai,1399748
unitycatalog-client,1411608
unitycatalog-langchain,1566424
unitycatalog-openai,1326678
universal-pathlib,36380000
unix-ar,701311
unleashclient,2054508
unpaddedbase64,1899162
unstructured-client,9337036
unstructured-inference,1038549
update-checker,2088246
uproot,942156
uri-template,44185973
uritemplate,157640526
uritools,9790941
url-normalize,19551568
urlextract,902700
urllib3,1688559792
urllib3-future,2310189
urlobject,442671
urwid,5006225
urwid-readline,347872
us,1963839
usaddress,4371915
usaddress-scourgify,1990440
usb-devices,470199
user-agents,10582694
userpath,26051647
usort,2194704
uszipcode,950587
utilsforecast,2445530
uuid-utils,66517344
uuid6,16863836
uuid7,9766630
uv,161644500
uv-dynamic-versioning,5374078
uvicorn,538266170
uvicorn-worker,9966291
uvloop,215911816
vadersentiment,899474
validators,31757884
valkey,3304038
valkey-glide,1959404
vasprun-xml,1039640
vastai,973159
vastai-sdk,1790856
vcrpy,12315121
vcs-versioning,99544672
vector-quantize-pytorch,1509916
venusian,2831545
vercel,1704609
verifiers,2371869
versioningit,1785283
verspec,1717814
vertexai,6630821
vertica-python,5872414
vhacdx,1533880
vine,48647284
virtualenv,465551779
visions,1607027
viztracer,1244106
vllm,6132447
vobject,1373062
voluptuous,7201422
voluptuous-openapi,361287
voluptuous-serialize,445335
voyageai,2841881
vtk,2121942
vulture,7892202
w3lib,11055447
wadler-lindig,4736059
wagtail,1551075
wagtail-factories,1728167
wait-for2,224637
waitress,8994652
wandb,28023928
warcio,1211266
warp-lang,1492000
wasabi,18316511
wasmer,1471519
wasmer-compiler-cranelift,1425939
wassima,2179608
watchdog,104365511
watchdog-gevent,1236124
watchfiles,313939042
watchgod,943527
watchtower,22895052
waybackpy,2805464
wbdata,2738260
wcmatch,33013720
wcwidth,262512672
weasel,24777721
weasyprint,25770683
weave,960961
weaviate-client,150868685
web3,5148540
webargs,3279871
webauthn,5418100
webcolors,47506148
webdataset,2272148
webdavclient3,4135342
webencodings,120652329
webob,6197144
webrtc-models,331646
websocket-client,268808936
websockets,399454282
webtest,1198636
webvtt-py,1760073
wechatpayv3,879841
werkzeug,243782211
west,1558184
wget,3008273
whatthepatch,2133596
wheel,519550211
whenever,5193441
whisperx,962247
widgetsnbextension,41722567
wikipedia-api,14906622
willow,1485350
win-unicode-console,333717
wirerope,11521737
wmi,1131762
word2number,1525709
wordcloud,2603198
wordfreq,2222244
workalendar,1257844
workos,6209179
wrapt,411751462
wrapt-timeout-decorator,868812
wsproto,69762279
wtforms,19595634
wtforms-json,516962
wurlitzer,1854225
x-transformers,1478512
x-wr-timezone,1595705
xai-sdk,8363899
xarray,19506485
xarray-einstats,2198714
xattr,1828262
xdg,656876
xenon,975803
xformers,3004246
xgboost,43231802
xgrammar,6417461
xhtml2pdf,3881245
xlrd,66608071
xls2xlsx,849933
xlsxwriter,83022985
xlutils,872835
xlwt,8488324
xmljson,1209860
xmlschema,7419888
xmlsec,11105335
xmltodict,118578866
xmod,4764269
xsdata,2755877
xxhash,156689048
xyzservices,9071363
y-py,1129667
yacs,2778751
yamale,4236903
yaml-config,1994914
yamlfix,1014705
yamllint,33372511
yandex-query-client,4053453
yapf,13872406
yarg,1009589
yarl,575967152
yaspin,4854228
ydata-profiling,1973549
ydb,166791699
ydb-dbapi,4231801
ydf,558475
yfinance,20838957
yggdrasil-engine,1618997
yourdfpy,903992
youtube-transcript-api,26442305
ypy-websocket,1055027
yq,3799090
z3-solver,3907146
zarr,10393064
zc-lockfile,3097203
zeep,40252765
zenpy,4367720
zensical,1140400
zeroconf,2897289
zfit,3479100
zfit-interface,3463343
zict,4230647
zipfile-zstd,1098312
zipp,502384367
zope-deprecation,2811432
zope-event,33163035
zope-interface,62595773
zopfli,25602454
zstandard,155817397
zstd,6964787
